1470608231917 88 -2268 14468 -3052 106 -914
1470608231920 244 -2504 14716 -3090 162 -848
1470608231922 124 -2724 14864 -3114 163 -794
1470608231924 176 -2852 14452 -3136 186 -762
1470608231926 108 -2940 14164 -3077 224 -692
1470608231928 344 -3004 14168 -3073 256 -618
1470608231930 164 -2868 14096 -3054 298 -632
1470608231932 404 -3008 14888 -3111 340 -582
1470608231934 276 -2888 14636 -3129 376 -514
1470608231936 208 -3056 14348 -3143 399 -495
1470608231938 196 -3224 14068 -3084 407 -436
1470608231940 208 -3424 14444 -3022 465 -378
1470608231942 452 -3500 14752 -3007 496 -312
1470608231945 444 -3536 14692 -2937 495 -287
1470608231947 296 -3420 14600 -2865 513 -243
1470608231949 312 -3284 14700 -2838 550 -206
1470608231951 684 -3520 15148 -2788 582 -157
1470608231953 792 -3680 15460 -2741 619 -108
1470608231955 580 -3660 15532 -2720 621 -97
1470608231957 548 -3836 15528 -2593 688 -38
1470608231959 720 -4092 15664 -2476 705 -17
1470608231961 908 -4116 15924 -2378 727 45
1470608231963 876 -4012 16144 -2302 817 89
1470608231965 980 -4040 16300 -2237 817 131
1470608231967 1028 -3876 16096 -2138 847 143
1470608231969 1236 -4144 16488 -2022 919 173
1470608231971 1052 -4132 17052 -1976 933 225
1470608231974 1080 -4192 17076 -1875 955 251
1470608231976 1112 -4224 16868 -1720 957 294
1470608231978 1180 -4272 16744 -1550 978 319
1470608231980 1336 -4416 17268 -1435 980 343
1470608231982 1744 -4264 17640 -1382 1063 378
1470608231984 1704 -4220 17592 -1250 1118 397
1470608231986 1788 -4232 17524 -1065 1099 432
1470608231988 1964 -4208 17684 -980 1164 463
1470608231990 2132 -4184 18132 -944 1233 492
1470608231992 2180 -4116 17868 -819 1297 511
1470608231994 2436 -4172 17856 -666 1309 520
1470608231996 2408 -4168 18036 -520 1334 563
1470608231998 2756 -4032 18076 -407 1388 590
1470608232000 2696 -3884 18248 -321 1460 568
1470608232002 2948 -3664 18004 -189 1470 579
1470608232005 3116 -3500 17980 -86 1515 582
1470608232007 3200 -3520 18296 5 1556 589
1470608232009 3440 -3260 18288 77 1633 611
1470608232011 3492 -3052 18152 168 1664 593
1470608232013 3552 -2860 17888 252 1711 587
1470608232015 3720 -2748 18048 325 1790 600
1470608232017 3852 -2364 18216 360 1862 589
1470608232019 3912 -2120 18064 394 1910 583
1470608232021 4068 -1932 18076 449 1978 582
1470608232023 4264 -1628 17960 463 2060 576
1470608232025 4336 -1484 18040 509 2141 554
1470608232027 4372 -1284 17852 506 2186 506
1470608232029 4496 -1048 17972 560 2280 525
1470608232031 4604 -928 18072 526 2381 487
1470608232033 4612 -612 18020 533 2464 475
1470608232036 4676 -352 17920 521 2547 457
1470608232038 4724 -216 17948 518 2654 417
1470608232040 4728 -52 17940 537 2735 381
1470608232042 4752 136 17832 519 2817 350
1470608232044 4648 256 17820 498 2919 319
1470608232046 4604 448 17916 448 3002 299
1470608232048 4432 688 17820 440 3105 266
