0.0 88 -2268 14468 -3052 106 -914
0.003 244 -2504 14716 -3090 162 -848
0.005 124 -2724 14864 -3114 163 -794
0.007 176 -2852 14452 -3136 186 -762
0.009 108 -2940 14164 -3077 224 -692
0.011 344 -3004 14168 -3073 256 -618
0.013 164 -2868 14096 -3054 298 -632
0.015 404 -3008 14888 -3111 340 -582
0.017 276 -2888 14636 -3129 376 -514
0.019 208 -3056 14348 -3143 399 -495
0.021 196 -3224 14068 -3084 407 -436
0.023 208 -3424 14444 -3022 465 -378
0.025 452 -3500 14752 -3007 496 -312
0.028 444 -3536 14692 -2937 495 -287
0.03 296 -3420 14600 -2865 513 -243
0.032 312 -3284 14700 -2838 550 -206
0.034 684 -3520 15148 -2788 582 -157
0.036 792 -3680 15460 -2741 619 -108
0.038 580 -3660 15532 -2720 621 -97
0.04 548 -3836 15528 -2593 688 -38
0.042 720 -4092 15664 -2476 705 -17
0.044 908 -4116 15924 -2378 727 45
0.046 876 -4012 16144 -2302 817 89
0.048 980 -4040 16300 -2237 817 131
0.05 1028 -3876 16096 -2138 847 143
0.052 1236 -4144 16488 -2022 919 173
0.054 1052 -4132 17052 -1976 933 225
0.057 1080 -4192 17076 -1875 955 251
0.059 1112 -4224 16868 -1720 957 294
0.061 1180 -4272 16744 -1550 978 319
0.063 1336 -4416 17268 -1435 980 343
0.065 1744 -4264 17640 -1382 1063 378
0.067 1704 -4220 17592 -1250 1118 397
0.069 1788 -4232 17524 -1065 1099 432
0.071 1964 -4208 17684 -980 1164 463
0.073 2132 -4184 18132 -944 1233 492
0.075 2180 -4116 17868 -819 1297 511
0.077 2436 -4172 17856 -666 1309 520
0.079 2408 -4168 18036 -520 1334 563
0.081 2756 -4032 18076 -407 1388 590
0.083 2696 -3884 18248 -321 1460 568
0.085 2948 -3664 18004 -189 1470 579
0.088 3116 -3500 17980 -86 1515 582
0.09 3200 -3520 18296 5 1556 589
0.092 3440 -3260 18288 77 1633 611
0.094 3492 -3052 18152 168 1664 593
0.096 3552 -2860 17888 252 1711 587
0.098 3720 -2748 18048 325 1790 600
0.1 3852 -2364 18216 360 1862 589
0.102 3912 -2120 18064 394 1910 583
0.104 4068 -1932 18076 449 1978 582
0.106 4264 -1628 17960 463 2060 576
0.108 4336 -1484 18040 509 2141 554
0.11 4372 -1284 17852 506 2186 506
0.112 4496 -1048 17972 560 2280 525
0.114 4604 -928 18072 526 2381 487
0.116 4612 -612 18020 533 2464 475
0.119 4676 -352 17920 521 2547 457
0.121 4724 -216 17948 518 2654 417
0.123 4728 -52 17940 537 2735 381
0.125 4752 136 17832 519 2817 350
0.127 4648 256 17820 498 2919 319
0.129 4604 448 17916 448 3002 299
0.131 4432 688 17820 440 3105 266
0.133 4496 708 17644 430 3199 238
0.135 4344 876 17480 419 3296 205
0.137 4192 848 17340 391 3368 170
0.139 4180 1016 17004 351 3504 163
0.142 4076 1052 16992 334 3629 150
0.144 3988 1016 16916 288 3730 110
0.146 3768 1096 16704 282 3845 78
0.148 3648 1160 16612 246 3936 50
0.15 3412 1172 16828 216 4058 9
0.152 3228 1100 16588 202 4119 10
0.154 2812 972 16340 167 4221 -15
0.156 2568 924 16344 165 4334 -41
0.158 2244 828 16296 195 4398 -53
0.16 1972 860 16300 166 4459 -47
0.162 1820 780 16256 177 4530 -98
0.164 1556 672 16252 185 4568 -98
0.166 1248 824 16160 189 4599 -98
0.168 728 672 16212 147 4688 -133
0.171 644 628 16196 135 4693 -162
0.173 108 328 16420 157 4714 -154
0.175 216 412 15916 166 4718 -140
0.177 -220 132 15788 238 4781 -136
0.179 -888 116 15880 189 4760 -155
0.181 -1184 28 16020 223 4765 -153
0.183 -1520 -332 16204 270 4746 -122
0.185 -2032 -244 16036 256 4701 -106
0.187 -2204 -404 15828 342 4676 -107
0.189 -2680 -288 15920 304 4596 -81
0.191 -2912 -580 16060 367 4558 -67
0.193 -3268 -704 16192 406 4462 -41
0.196 -3528 -816 16024 487 4410 -14
0.198 -3872 -888 16168 517 4311 -20
0.2 -4060 -840 16316 536 4216 45
0.202 -4284 -984 16364 605 4132 82
0.204 -4572 -936 16252 676 4033 69
0.206 -4916 -972 16628 731 3898 109
0.208 -5276 -1140 16620 834 3780 168
0.21 -5572 -1088 16796 879 3685 170
0.212 -5752 -1160 16780 949 3528 191
0.214 -5964 -1264 16836 1038 3374 255
0.216 -6148 -1068 16856 1136 3235 287
0.218 -6368 -1044 16868 1216 3082 324
0.22 -6568 -964 17148 1287 2957 331
0.222 -6660 -896 17224 1343 2827 376
0.224 -6892 -964 17176 1442 2662 404
0.226 -6912 -824 17072 1520 2548 437
0.229 -7012 -732 16960 1570 2392 464
0.231 -7200 -648 17020 1675 2259 502
0.233 -7168 -588 17064 1735 2156 541
0.235 -7224 -504 17120 1817 2024 565
0.237 -7324 -524 17172 1840 1904 618
0.239 -7364 -356 17020 1894 1799 667
0.241 -7504 -316 17104 1934 1660 725
0.243 -7548 -404 17064 1953 1519 766
0.245 -7636 -396 16980 2044 1374 846
0.248 -7640 -512 17080 2102 1222 894
0.25 -7548 -504 17044 2154 1040 962
0.252 -7584 -364 17160 2161 917 1043
0.254 -7624 -400 17132 2223 785 1101
0.256 -7488 -600 16980 2304 633 1191
0.258 -7488 -564 17196 2345 498 1251
0.26 -7520 -660 17312 2416 340 1325
0.262 -7592 -564 17388 2451 210 1376
0.264 -7480 -608 17344 2557 57 1461
0.267 -7284 -800 17292 2571 -65 1526
0.269 -7344 -724 17612 2662 -191 1587
0.271 -7344 -848 17656 2713 -357 1661
0.273 -7272 -732 17420 2774 -494 1697
0.275 -7028 -856 17636 2849 -597 1765
0.277 -6836 -844 17640 2904 -737 1815
0.279 -6724 -952 17624 2994 -854 1841
0.281 -6456 -848 17692 3028 -943 1874
0.283 -6120 -872 17584 3068 -1032 1926
0.285 -6096 -816 17376 3105 -1140 1959
0.287 -5700 -876 17316 3155 -1225 1988
0.289 -5516 -1048 17296 3225 -1293 2002
0.291 -5380 -1024 17208 3235 -1370 2029
0.294 -5052 -940 17160 3279 -1453 2080
0.296 -4920 -884 17084 3281 -1518 2081
0.298 -4416 -880 16980 3264 -1572 2097
0.3 -4200 -1004 16864 3294 -1638 2104
0.302 -3988 -1036 16696 3296 -1690 2132
0.304 -3724 -1048 16784 3310 -1703 2110
0.306 -3348 -1108 16704 3289 -1770 2123
0.308 -3072 -1068 16668 3272 -1768 2135
0.31 -2860 -1112 16540 3312 -1799 2133
0.312 -2656 -1216 16580 3289 -1820 2104
0.314 -2424 -1216 16700 3282 -1827 2110
0.316 -2064 -1168 16488 3326 -1814 2068
0.319 -1792 -1132 16648 3273 -1840 2050
0.321 -1536 -996 16720 3268 -1817 2052
0.323 -1404 -1116 16612 3266 -1776 1979
0.325 -1288 -1180 16556 3258 -1803 1972
0.327 -804 -1260 16708 3282 -1777 1914
0.329 -748 -1120 16620 3256 -1763 1864
0.331 -592 -1032 16644 3233 -1747 1804
0.333 -476 -1008 16620 3230 -1751 1755
0.335 -304 -992 16532 3229 -1757 1699
0.337 -248 -1088 16720 3206 -1727 1647
0.339 -288 -1004 16392 3162 -1775 1580
0.341 -308 -892 16436 3155 -1787 1517
0.343 -244 -752 16384 3122 -1848 1476
0.345 -188 -708 16348 3096 -1877 1407
0.347 -68 -632 16480 3064 -1921 1340
0.35 232 -608 16512 3026 -1955 1275
